"birth_city","citizenship","pct_citizen","total_city_records"
"KHOI","439",100,1
"KHOK CHANG","476",100,1
"KHOMINI SHAHR","439",100,1
"KHONI","430",100,1
"KHORAMABAD","439",100,1
"KHOREZM REGION","477",100,1
"KHORRAMSHAHR","439",100,1
"KHORST","423",100,1
"KHOST","423",100,1
"KHOUIBGA","252",100,1
"KHOURIGBA","252",100,1
"KHOY","439",100,1
"KHRABAT SHARAN","475",100,1
"KHREIBET EL JUNDI","451",100,1
"KHREIJKAH","475",100,1
"KHREJKEH","475",100,1
"KHRESTIVKA","166",100,1
"KHULNA","460",100,1
"KHUMLOG","475",100,1
"KHUMLUK","475",100,1
"KHURZAN","438",100,1
"KHUST","166",100,1
"KHUTOR PLOTNIKOV","160",100,1
"KIAMBU","243",100,1
"KIATO KORINTHIAS","134",100,1
"KIBELJAK","130",100,1
"KICHEVO","144",100,1
"KICUKIRO","265",100,1
"KIDARIS","134",100,1
"KIELCE","152",100,1
"KIEN GIANG","432",100,1
"KIEN-GIANG","432",100,1
"KIETRZ","152",100,1
"KIEV","166",100,1
"KIEW OBL.","166",100,1
"KIEW OBLAST","166",100,1
"KIEWKA","444",100,1
"KIEWKO","444",100,1
"KIEWRO","166",100,1
"KIEWSKA","166",100,1
"KIEWSKI","444",100,1
"KIEY","166",100,1
"KIFFA","239",100,1
"KIIV","166",100,1
"KIJANY","152",100,1
"KIJEV","169",100,1
"KIJEVE","150",100,1
"KIJEVO","170",100,1
"KIJEWKA","444",100,1
"KIJEWO","170",100,1
"KIKAN","475",100,1
"KIKUK","438",100,1
"KILADI","134",100,1
"KILIA","166",100,1
"KILIFI","243",100,1
"KILIJA","166",100,1
"KILIS","163",100,1
"KILKIS","134",100,1
"KILLE","163",100,1
"KILLIK","163",100,1
"KILMES","160",100,1
"KILUTU","148",100,1
"KIMHAE","467",100,1
"KIMRY","166",100,1
"KINCARDINE","348",100,1
"KINDBERG","151",100,1
"KINDIA","261",100,1
"KIPAR","125",100,1
"KIRAMPA","163",100,1
"KIRAZLI","163",100,1
"KIRCAALI","163",100,1
"KIRCHEN SIEG","150",100,1
"KIRDCALI","125",100,1
"KIREEWSK","444",100,1
"KIRENCIK","163",100,1
"KIRENIYA","125",100,1
"KIRGALI","125",100,1
"KIRIEWKA","166",100,1
"KIRIKKA","163",100,1
"KIRIKKALF","163",100,1
"KIRIKLAR","163",100,1
"KIRILLOWKA","160",100,1
"KIRINYAGA","243",100,1
"KIRJANOWSK","160",100,1
"KIRKA","163",100,1
"KIRKAGAC","163",100,1
"KIRKOK","438",100,1
"KIRKOVO","125",100,1
"KIRMAN","439",100,1
"KIROV","160",100,1
"KIROVA","160",100,1
"KIROVAKAN","422",100,1
"KIROVOGRAD","166",100,1
"KIROVOGRADSKA OBL.","166",100,1
"KIROVOHEAD","166",100,1
"KIROVOHRAD","166",100,1
"KIROVOHRAD OBLAST","166",100,1
"KIROVOHRADSKA GEBIET","166",100,1
"KIROVOHRADSKA OBLAST","166",100,1
"KIROVSKE","166",100,1
"KIROW-SOWCHOS","444",100,1
"KIROWA","444",100,1
"KIROWO","444",100,1
"KIROWOGRAD OBLAST","166",100,1
"KIROWOHAD","166",100,1
"KIROWOHRAD","166",100,1
"KIROWOHRAD OBL.","166",100,1
"KIROWOHRAD OBLAST","166",100,1
"KIROWSK","169",100,1
"KIROWSKAYA","160",100,1
"KIROWSKE","166",100,1
"KIROWSKIJ","169",100,1
"KIRSCHIT","163",100,1
"KIRSEHEIR","163",100,1
"KISAR","165",100,1
"KISAUNI","243",100,1
"KISCHINOV","154",100,1
"KISEL","160",100,1
"KISIAL","166",100,1
"KISIL","444",100,1
"KISILJAK","122",100,1
"KISILJOWSK","160",100,1
"KISINY","152",100,1
"KISJENO","165",100,1
"KISKACLI","163",100,1
"KISKUNFELEGYHAZA","165",100,1
"KISKUNHALAS","165",100,1
"KISLA","163",100,1
"KISMAAYO","273",100,1
"KISMAYO","273",100,1
"KISMIYA","273",100,1
"KISNIA","273",100,1
"KISOUA","475",100,1
"KISRAKOC","165",100,1
"KISSIDOUGOU","261",100,1
"KISTAKUZ","160",100,1
"KISVARDA","165",100,1
"KITKUK","438",100,1
"KITTSEE","151",100,1
"KITZBUHEL","151",100,1
"KIVROSKE","166",100,1
"KIYICAK","163",100,1
"KIZANLIK","163",100,1
"KIZANY","166",100,1
"KIZILCA","163",100,1
"KIZILCAHAMAM","163",100,1
"KIZILCAKAYA","163",100,1
"KIZILCAPINAR","163",100,1
"KIZILHUYUK","163",100,1
"KIZILKOYUNLU","163",100,1
"KIZILOLUK","163",100,1
"KIZILPINAR","163",100,1
"KIZILYAKA","163",100,1
"KKRAPOWICE","152",100,1
"KLABE-EFOUKPA","283",100,1
"KLADANJ","122",100,1
"KLADBINKA","444",100,1
"KLADOVO","130",100,1
"KLAGENFURT AM WORTHERSE","151",100,1
"KLAGENFURT AM WORTHERSEE","151",100,1
"KLANAC","130",100,1
"KLANJECNO","132",100,1
"KLAPEIDA","142",100,1
"KLARI","165",100,1
"KLEBANY","165",100,1
"KLEBARK MALY","152",100,1
"KLEBARK WIELKI","152",100,1
"KLEIN ALTHAMMER","152",100,1
"KLEIN KOCHEN","152",100,1
"KLEIN PANIOW","152",100,1
"KLEIN ST. VEIT","151",100,1
"KLEIN TRINKHAUS","152",100,1
"KLEINHOLBACH","997",100,1
"KLEPITSCHICHA","160",100,1
"KLERKSDORP","263",100,1
"KLICINA","150",100,1
"KLINE E POSHTME","150",100,1
"KLISSOS","134",100,1
"KLJUC","122",100,1
"KLJUTSI","160",100,1
"KLOBUCK","152",100,1
"KLODNITZ","152",100,1
"KLOKA","132",100,1
"KLONOW","152",100,1
"KLONOWA","152",100,1
"KLOS","121",100,1
"KLOSTER","126",100,1
"KLOSTERBRUCK","152",100,1
"KLUJUC","130",100,1
"KLUPCI","170",100,1
"KLUTSCHI","160",100,1
"KLY","438",100,1
"KMECANI","130",100,1
"KNAFNA","224",100,1
"KNAISSI","451",100,1
"KNEZHA","125",100,1
"KNJAZEVAVC","170",100,1
"KNJEVICI","122",100,1
"KNOKKE-HEIST","148",100,1
"KOBAJE","132",100,1
"KOBANE-KELTABA","475",100,1
"KOBANE-SHERAN","475",100,1
"KOBANY","475",100,1
"KOBAYAT","475",100,1
"KOBBE","451",100,1
"KOBENHAVN","126",100,1
"KOBI","451",100,1
"KOBILJA GLAVA","122",100,1
"KOBULETI","430",100,1
"KOCAGOL","163",100,1
"KOCHI","436",100,1
"KOCHLOWITZ","152",100,1
"KOCKALE","163",100,1
"KODLUTOWO","152",100,1
"KODNJA","166",100,1
"KODUNGALLUR","436",100,1
"KODZIERZYN","152",100,1
"KOERSEL","124",100,1
"KOGALIM","160",100,1
"KOGALNICEANU","154",100,1
"KOGARAH","523",100,1
"KOGERSCHYN","166",100,1
"KOGIS","475",100,1
"KOHAT","461",100,1
"KOHTLA","127",100,1
"KOHTLA-JARVE","127",100,1
"KOIBAGOR","444",100,1
"KOILKUNTLA","436",100,1
"KOJBAJAR","444",100,1
"KOJUSHE","150",100,1
"KOK-SU","444",100,1
"KOKAN","475",100,1
"KOKE","163",100,1
"KOKKINIA","134",100,1
"KOKOBAY","224",100,1
"KOKORI","232",100,1
"KOKORINA","122",100,1
"KOKORINA STOLAC","122",100,1
"KOKOSCHKINO","160",100,1
"KOKPEKTY","160",100,1
"KOKTABE","475",100,1
"KOKTAN","166",100,1
"KOKTEREK","444",100,1
"KOKTJUBE","444",100,1
"KOKTSCHINSK","160",100,1
"KOKURDAN","163",100,1
"KOKUVIL","431",100,1
"KOLANGAR","423",100,1
"KOLASIN","140",100,1
"KOLB","444",100,1
"KOLCHOSABAD","159",100,1
"KOLDARDEYL","125",100,1
"KOLEILE","451",100,1
"KOLEMBRODY","152",100,1
"KOLENCHERY","436",100,1
"KOLENCHERY KERALA","436",100,1
"KOLKATA WEST BENGAL","436",100,1
"KOLLAM KERALA","436",100,1
"KOLOMNA","160",100,1
"KOLOMYJA","166",100,1
"KOLONIA JAWOR","152",100,1
"KOLONOWSKIE","152",100,1
"KOLOVRAT","122",100,1
"KOLOZSVAR","165",100,1
"KOLSH","121",100,1
"KOLTSCHANOVKA","160",100,1
"KOLUSZKI","152",100,1
"KOMA","160",100,1
"KOMARIV","166",100,1
"KOMARMUT","163",100,1
"KOMARNO","155",100,1
"KOMAROWO","444",100,1
"KOMATIYYA","451",100,1
"KOMI","166",100,1
"KOMINJE","170",100,1
"KOMINTERN","160",100,1
"KOMMUNARSKIJ","444",100,1
"KOMORAN","170",100,1
"KOMORANE","170",100,1
"KOMOTIKI","134",100,1
"KOMOTINI RODOPIS","134",100,1
"KOMPONG CHAM","129",100,1
"KOMRAD","154",100,1
"KOMRATA","146",100,1
"KOMSI","121",100,1
"KOMSOMOOLSK","166",100,1
"KON TUM","432",100,1
"KONAHR","423",100,1
"KONAITERA","475",100,1
"KONAKALMAZ","163",100,1
"KONAKOWO","160",100,1
"KONAKRY","261",100,1
"KONAR","423",100,1
"KONCANICA","130",100,1
"KONCZYCE","152",100,1
"KONDAPATURU","436",100,1
"KONDIPALEM ANDHRA PRADESH","436",100,1
"KONDROVO KALUGA OBL.","160",100,1
"KONDZELJ","170",100,1
"KONETRA","475",100,1
"KONFORIDUA","238",100,1
"KONIA","475",100,1
"KONICE","170",100,1
"KONIGSDORF-BAD","152",100,1
"KONIGSHUTTE O.S.","152",100,1
"KONISCHOVKA","166",100,1
"KONJODOR","122",100,1
"KONNI","436",100,1
"KONNI KERALA","436",100,1
"KONO","272",100,1
"KONONGO","238",100,1
"KONOPNICA","125",100,1
"KONOTOP OBLAST","166",100,1
"KONSTANINOWKA","444",100,1
"KONSTANTINOVKA","444",100,1
"KONSTANTYNIVSK","166",100,1
"KONSTANTYNOW","152",100,1
"KONSTANZA","154",100,1
"KONTOP","166",100,1
"KONUKLU","163",100,1
"KONURKALE","163",100,1
"KONYAALTI","163",100,1
"KONYALLTI","163",100,1
"KONZANI","134",100,1
"KOPACI","122",100,1
"KOPARKHAIRANE","436",100,1
"KOPAY","431",100,1
"KOPBERLIK","444",100,1
"KOPCEVEC","130",100,1
"KOPEISK","444",100,1
"KOPEYSK","166",100,1
"KOPICE","122",100,1
"KOPIENICA","152",100,1
"KOPILIQ","150",100,1
"KOPING","475",100,1
"KOPKUL","160",100,1
"KOPLIK","121",100,1
"KOPRIUNICA","130",100,1
"KOPRIVHICA","130",100,1
"KOPRIVNA","122",100,1
"KOPRIVNICA","130",100,1
"KOPRIVNICKO","130",100,1
"KOPRNO","130",100,1
"KOPRUKOY","163",100,1
"KOPURLU","163",100,1
"KORAJ","122",100,1
"KORBEY-ESON","125",100,1
"KORBIKAR","475",100,1
"KORBIQ","150",100,1
"KORBLIQ","150",100,1
"KORBYNY-IVANY","166",100,1
"KORDINA","475",100,1
"KOREA","467",100,1
"KOREL","166",100,1
"KORETS","166",100,1
"KOREZ","166",100,1
"KORFANTOW","152",100,1
"KORILJE","170",100,1
"KORINTH","121",100,1
"KORINTHIAS","134",100,1
"KORINTHOS","134",100,1
"KORITA","140",100,1
"KORITA BJELE POLJE","140",100,1
"KORITNO","131",100,1
"KORITO","144",100,1
"KORJUKIWKA","166",100,1
"KORKUT","163",100,1
"KORLEBU ACCRA","283",100,1
"KORMEERAY","273",100,1
"KORMEND","165",100,1
"KORMERI","163",100,1
"KORMOSOWCHOS","444",100,1
"KORNOWAC","152",100,1
"KOROGHO","251",100,1
"KORONI","134",100,1
"KOROSHISHTA","144",100,1
"KOROSISTA","144",100,1
"KOROSTENSKI","444",100,1
"KOROSTINO","160",100,1
"KOROSTYSCHIW","166",100,1
"KORSCHEN","152",100,1
"KORSZE","152",100,1
"KORTAK SHEKAN","475",100,1
"KORTRIJK","122",100,1
"KORUKLU","163",100,1
"KORYTNICA","152",100,1
"KOS","134",100,1
"KOS-ARALSKIJ","444",100,1
"KOS. MITROVICA","150",100,1
"KOSARE","150",100,1
"KOSASI","163",100,1
"KOSATSCHI LAHERI","166",100,1
"KOSCHANA","475",100,1
"KOSCHARKA","166",100,1
"KOSCHENTIN","152",100,1
"KOSCIEIZYNA","152",100,1
"KOSCIELNY","152",100,1
"KOSCIEN","152",100,1
"KOSE","163",100,1
"KOSEDERE-AYVACIK","163",100,1
"KOSELER","163",100,1
"KOSHABA","438",100,1
"KOSHANA","475",100,1
"KOSHIGAYA","152",100,1
"KOSHKELDY","160",100,1
"KOSICE SACA","155",100,1
"KOSICHA","160",100,1
"KOSINE","150",100,1
"KOSKINAS","134",100,1
"KOSLIN","152",100,1
"KOSNASCH","160",100,1
"KOSOLAPOWO","444",100,1
"KOSOVA","122",100,1
"KOSOVSKA-KAMENICA","170",100,1
"KOSPINAR SUFLA (TURKEI","163",100,1
"KOSRELIK","163",100,1
"KOSTAMONU","163",100,1
"KOSTANAI","444",100,1
"KOSTANAISKAYA","444",100,1
"KOSTANAISKAYA OBL","444",100,1
"KOSTANAISKAYA OBL.","444",100,1
"KOSTANICA","130",100,1
"KOSTANISKAYA","444",100,1
"KOSTELLITZ","152",100,1
"KOSTENBERG","168",100,1
"KOSTIANTYNIVKA","166",100,1
"KOSTINBROD","125",100,1
"KOSTJANTYNIWKA","166",100,1
"KOSTKI","152",100,1
"KOSTOPIL","166",100,1
"KOSTOW","152",100,1
"KOSTROMA","160",100,1
"KOSTROMA OBL.","166",100,1
"KOSTRYSCHIWKA","166",100,1
"KOSTUCHNA","152",100,1
"KOSTURINO","144",100,1
"KOSTURINO - STRUMICA","144",100,1
"KOSTXJNICA","130",100,1
"KOSURIQ","150",100,1
"KOSYRJOWKA","444",100,1
"KOTA","436",100,1
"KOTABABI ACCRA","161",100,1
"KOTE VLORE","121",100,1
"KOTEL","125",100,1
"KOTHAMANGALAM","436",100,1
"KOTHAMANGALAM KERALA","436",100,1
"KOTHAMANGALAMKERALA","436",100,1
"KOTLI","461",100,1
"KOTLI AK","461",100,1
"KOTOBRZEG","152",100,1
"KOTONO","248",100,1
"KOTORSKO","122",100,1
"KOTORSKO-DOBOJ","148",100,1
"KOTOVSK","166",100,1
"KOTOWSK","166",100,1
"KOTSCHKOR-ATA","160",100,1
"KOTSCHUBEJEWSKOJE","444",100,1
"KOTTAYAM","436",100,1
"KOTTUVALLY","436",100,1
"KOTULIN","152",100,1
"KOTURKUL","444",100,1
"KOTYAN","475",100,1
"KOUBIYA","261",100,1
"KOUFALIA","134",100,1
"KOUL","269",100,1
"KOULAN TAHTANI","475",100,1
"KOUNAYTRA","475",100,1
"KOUNDARA","261",100,1
"KOURA","451",100,1
"KOURGOU","258",100,1
"KOUROUSSA","261",100,1
"KOUSSANAR","269",100,1
"KOUTI","262",100,1
"KOUTSOCHERA ILEIAS","134",100,1
"KOVACEVICI","122",100,1
"KOVILJ","170",100,1
"KOVIN","170",100,1
"KOVVUR","436",100,1
"KOWALEWO POMORSKIE","152",100,1
"KOWARY","152",100,1
"KOWEL","166",100,1
"KOYULHISAR","163",100,1
"KOZAGAC","163",100,1
"KOZALIN","152",100,1
"KOZAN","163",100,1
"KOZANIE","134",100,1
"KOZANLI","163",100,1
"KOZHICE","150",100,1
"KOZHIKKODE","436",100,1
"KOZHIKODE","436",100,1
"KOZICA","122",100,1
"KOZIENICE","152",100,1
"KOZINJAK","438",100,1
"KOZKALI","163",100,1
"KOZLODUY","125",100,1
"KOZLOWO","152",100,1
"KOZLU (TURKEI","163",100,1
"KOZMIN WIELKOPOLSKI","152",100,1
"KOZPINAR","163",100,1
"KOZUL","163",100,1
"KOZY","152",100,1
"KPANGIEMA","272",100,1
"KPONDAVE","283",100,1
"KPRIVNICKO","130",100,1
"KR","166",100,1
"KRAHES","121",100,1
"KRAJENKA","152",100,1
"KRAJKOVE","150",100,1
"KRAKOWIEC","152",100,1
"KRALAN","150",100,1
"KRALEVO","150",100,1
"KRALJEVO REPUBLIKA SRBIJA","170",100,1
"KRALUPI","122",100,1
"KRALUPI KONJIC","122",100,1
"KRAMATORSK DONEZK","166",100,1
"KRANEA PREVEZA","134",100,1
"KRANK","160",100,1
"KRANSTADT","152",100,1
"KRANSY LUTCH","166",100,1
"KRAPINA","130",100,1
"KRAPOWICE","152",100,1
"KRASEVO","122",100,1
"KRASILOWKA","444",100,1
"KRASIWOE","444",100,1
"KRASIWOJE","444",100,1
"KRASLAVA","139",100,1
"KRASNADAR","166",100,1
"KRASNAJA POLJANA","444",100,1
"KRASNAJA SCHEMUNAICHA","160",100,1
"KRASNO-OKTJARSKIJ","450",100,1
"KRASNO-SNAMENKA","160",100,1
"KRASNOARMEIKA","444",100,1
"KRASNOARMEISK","160",100,1
"KRASNOARMENJSK","444",100,1
"KRASNOARMIISK DONETSKA","166",100,1
"KRASNOARMJKA","160",100,1
"KRASNOARMYKA","444",100,1
"KRASNODARSKIJ KRAJ","160",100,1
"KRASNODON","166",100,1
"KRASNOGORSKI","160",100,1
"KRASNOGVARGEJSKIJ","444",100,1
"KRASNOGWARDEJSK","477",100,1
"KRASNOIWANIWKA","166",100,1
"KRASNOKUTSKIJ","160",100,1
"KRASNOOKTJABR","444",100,1
"KRASNOOKTJABRSKI","160",100,1
"KRASNOPAWLIWKA","166",100,1
"KRASNOPEREKOPSK","166",100,1
"KRASNOPILSKYJ","166",100,1
"KRASNOSELKOJE","444",100,1
"KRASNOSELSKI","444",100,1
"KRASNOSELSKIJ","444",100,1
"KRASNOSIELC","152",100,1
"KRASNOSNAMENKA","160",100,1
"KRASNOTURJINSK","160",100,1
"KRASNOYARSK","160",100,1
"KRASNY LUTSCH","166",100,1
"KRASNYI LUTSCH","166",100,1
"KRASNYJ FLAG","160",100,1
"KRASNYJ JAR","444",100,1
"KRASNYJ KARDON","444",100,1
"KRASNYJ KUT","160",100,1
"KRASNYJ LYMAN","166",100,1
"KRASNYJ MAJAK","444",100,1
"KRASNYSTAW","152",100,1
"KRASOCIN","152",100,1
"KRASOWO","160",100,1
"KRASSIWOJE","444",100,1
"KRASULJE","122",100,1
"KRASYLIW","166",100,1
"KRATINE","130",100,1
"KRATOVO","144",100,1
"KRAYAZI","163",100,1
"KRAYUJEVAC","170",100,1
"KREIS KRASNOKUTSKIJ GEBIET PAWLODAR","160",100,1
"KREIS MAYEN-KOBLENZ","285",100,1
"KREIS PRAHOVA","154",100,1
"KREJWINCE","152",100,1
"KREMENCHUK","166",100,1
"KREMENTSCHUG","166",100,1
"KREMINNA","166",100,1
"KRESEVO","130",100,1
"KRESTOWKA","166",100,1
"KRIACHKY","166",100,1
"KRIBI","262",100,1
"KRICHIM","125",100,1
"KRIEGSBACH","152",100,1
"KRIFATE","252",100,1
"KRIM OBLAST","166",100,1
"KRIMPEN AAN DEN IJSSEL","148",100,1
"KRIUKOVA","166",100,1
"KRIVAJA ZAVIDOVICI","122",100,1
"KRIVIJ RIG","166",100,1
"KRIVOY","166",100,1
"KRIVOY ROG","166",100,1
"KRIWEZ","166",100,1
"KRIZEVICI","122",100,1
"KRJAZEVAC","125",100,1
"KRJUKIW","166",100,1
"KRJUKIWSCHTSCHYNA","166",100,1
"KRKUK","438",100,1
"KROATIEN","130",100,1
"KROCZYCE","152",100,1
"KROFROM","124",100,1
"KROJANKE","152",100,1
"KROJMIR","150",100,1
"KRONOWKO","152",100,1
"KRONSTADT","154",100,1
"KROPOTKIN","160",100,1
"KROPYVNYTSKY","166",100,1
"KROPYWNYZKYJ","166",100,1
"KROSNO","152",100,1
"KROTOSCHIN","152",100,1
"KROWIARKI","152",100,1
"KRSEVAC","122",100,1
"KRUJE","121",100,1
"KRUMOVGRAD","125",100,1
"KRUMOVO GRADISHTE","125",100,1
"KRUPA","122",100,1
"KRUPSKOJE","444",100,1
"KRUSCICA","122",100,1
"KRUSEVO","170",100,1
"KRUSEVO BRDO","122",100,1
"KRUSHEVE","150",100,1
"KRUTOGOROWO","160",100,1
"KRUWIY RIG","166",100,1
"KRYLOWKA","160",100,1
"KRYM","166",100,1
"KRYNICA","152",100,1
"KRYONERI","134",100,1
"KRYTSCHANIWKA","166",100,1
"KRYUYI RIH","166",100,1
"KRYWIJ RIH","166",100,1
"KRYWJ RIH.","166",100,1
"KRYWYJ","166",100,1
"KRYWYJ RIH.","166",100,1
"KRZ EREGLI","163",100,1
"KRZEPICE","152",100,1
"KRZYZ WIELKOPOLSKI","152",100,1
"KRZYZANOWICE","152",100,1
"KRZYZOWICE","152",100,1
"KSAR BOUTENFIT","252",100,1
"KSAR ELKEBIR","252",100,1
"KSAR GAOUZ","252",100,1
"KSAR GAVUZ GOULNUMA","252",100,1
"KSAR HELLAL","285",100,1
"KSAR KHLJL","252",100,1
"KSAR LAHMER","285",100,1
"KSARBOUTANFITE","252",100,1
"KSOUR","285",100,1
"KSOUR ESSAF","285",100,1
"KSYL-AGATSCH","444",100,1
"KSYL-JEGIS","444",100,1
"KSYLTU","444",100,1
"KSYLTUSKI","160",100,1
"KUBANE","475",100,1
"KUBAS","163",100,1
"KUBODIIAN","166",100,1
"KUC","121",100,1
"KUCOVE","121",100,1
"KUCUK GURLEGEN","163",100,1
"KUCUKDALYAN","163",100,1
"KUCURA","132",100,1
"KUDOBUAR","224",100,1
"KUDOBUR","224",100,1
"KUDOHBACHA","224",100,1
"KUDOWA ZDROJ","152",100,1
"KUETAHYA","163",100,1
"KUFR ASSAD","445",100,1
"KUFSTEIN","151",100,1
"KUHNAITRA","475",100,1
"KUIBYSCHEW","166",100,1
"KUIMBA-ZAIRE","223",100,1
"KUJAKOWICE GORNE","152",100,1
"KUJAMA","273",100,1
"KUJBISSCHEWSKIJ","444",100,1
"KUKIEWUMTSCHOR","169",100,1
"KUKINO","160",100,1
"KUKLISH","144",100,1
"KUKOWKO","152",100,1
"KUKURYAK","125",100,1
"KULA GRAD","122",100,1
"KULELI","163",100,1
"KULESZE LITEWKA","152",100,1
"KULGAM","436",100,1
"KULU","163",100,1
"KULUNDINSKIJ","160",100,1
"KUMANOVIO","125",100,1
"KUMASE","238",100,1
"KUMASIE","238",100,1
"KUMBANAD","436",100,1
"KUMIELSK","152",100,1
"KUMLU","163",100,1
"KUMLUCA","163",100,1
"KUMMOOR KERALA","436",100,1
"KUMOANOWA","144",100,1
"KUMONOVO","144",100,1
"KUMOVGRAD","125",100,1
"KUMRU","163",100,1
"KUMSAI","238",100,1
"KUMSUAT","146",100,1
"KUNAITRA","475",100,1
"KUNAJ","444",100,1
"KUNAR","423",100,1
"KUNDARA","436",100,1
"KUNER","423",100,1
"KUNHEGYES","165",100,1
"KUNISINCI","130",100,1
"KUNKOWCE","152",100,1
"KUNOWO","152",100,1
"KUNRI","461",100,1
"KUPELI","163",100,1
"KUPINO","160",100,1
"KUPRES","130",100,1
"KURACHOWO","166",100,1
"KURACHOWO BEZ. MARJINSKI GEBIET DONEZK","166",100,1
"KURAHEWO","166",100,1
"KURAN-ANKAWA","438",100,1
"KURASCHIWZI","166",100,1
"KURATEN DURRES","121",100,1
"KURBALIJA","170",100,1
"KURCASILE","163",100,1
"KURCHALOJ","160",100,1
"KURDARI","121",100,1
"KURDEMIR","425",100,1
"KURESLER","163",100,1
"KURGAN TJUBE","160",100,1
"KURKCU","163",100,1
"KURRAM","461",100,1
"KURRAM AGENCY","461",100,1
"KURSCHAB","450",100,1
"KURSEHIR","163",100,1
"KURSK","166",100,1
"KURTDERE","163",100,1
"KURTKOY","163",100,1
"KURTLAR","163",100,1
"KURTOVO KONARE","125",100,1
"KURUCAOVA MAHALLESI","163",100,1
"KUSA","166",100,1
"KUSADASI","163",100,1
"KUSCHTSCHEWSKAJA","160",100,1
"KUSCU","163",100,1
"KUSHINAGAR","436",100,1
"KUSHVA","160",100,1
"KUSLUHAN","163",100,1
"KUSNEZOWKA","160",100,1
"KUSSAK","160",100,1
"KUSSAKAN","444",100,1
"KUSTANAI GEBIET","160",100,1
"KUSTANAISKAYA","444",100,1
"KUSTANAJ","444",100,1
"KUSTANAJEK","160",100,1
"KUSTENDIEL","125",100,1
"KUSTRIM AN DER ODER","152",100,1
"KUSTRIN AN DER ODER","152",100,1
"KUT","438",100,1
"KUTA-FOCA","122",100,1
"KUTAISI","430",100,1
"KUTAISSI","166",100,1
"KUTHUPARAMBA","436",100,1
"KUTINA","130",100,1
"KUTLUCAK","163",100,1
"KUTNA HORA","164",100,1
"KUTNO","152",100,1
"KUTSCHUGUR","444",100,1
"KUTZDORFER HAMMER","152",100,1
"KUYUCUK","163",100,1
"KUYULAR","163",100,1
"KUZ","163",100,1
"KUZ KUNAR","423",100,1
"KUZHIKKATTUSSERY","436",100,1
"KVERNALAND","149",100,1
"KWALE","232",100,1
"KWAMANG","238",100,1
"KWANGSU","467",100,1
"KWANTUNG","465",100,1
"KYAKSHTY","166",100,1
"KYIV","166",100,1
"KYIVSKA OBLAST","166",100,1
"KYOTO","442",100,1
"KYPARISSIA","134",100,1
"KYRENIA","125",100,1
"KYRGYS","450",100,1
"KYRGYSTAN","450",100,1
"KYRGYZ REPUBLIC","450",100,1
"KYRIJIWKA","166",100,1
"KYRYYAKIVKA","166",100,1
"KYSCHTYM","160",100,1
"KYSTENOL","125",100,1
"KYSYL","444",100,1
"KYUNGKIDO","467",100,1
"KYUSTENDIL","125",100,1
"L AMETLLA DE MAR","161",100,1
"L'AIGLE","129",100,1
"L'AQUILA","137",100,1
"L'ARMENTERA GIRONA","161",100,1
"L. OMSK","160",100,1
"LA CHARITE-SUR-LOIRE","129",100,1
"LA CIOTAT","137",100,1
"LA CORONIA","134",100,1
"LA FERTE-SOUS-JOUARRE","129",100,1
"LA GOULETTE","285",100,1
"LA LAGUNA","161",100,1
"LA LINEA","161",100,1
"LA LINEA DE LA CONCEPCION","154",100,1
"LA OLIVIA LAS PALMAS","161",100,1
"LA OROTAVA","161",100,1
"LA PAZ","326",100,1
"LA POBLA DE MAFUMET","154",100,1
"LA RAMBLA","161",100,1
"LA ROCHELLE","154",100,1
"LA ROMANA","335",100,1
"LA TRINITE","129",100,1
"LA VEGA","335",100,1
"LAANOUSSAR","252",100,1
"LAARARA","252",100,1
"LAASQORAY","273",100,1
"LAAYOUNE","252",100,1
"LABAND","152",100,1
"LABE","261",100,1
"LABIN","122",100,1
"LABINO","160",100,1
"LABINOT-FUSHE","121",100,1
"LABORK","152",100,1
"LABUNKI PIERWSZE","152",100,1
"LACHEN SZ","158",100,1
"LACHIN","425",100,1
"LACKO","152",100,1
"LACZKA","152",100,1
"LADEK ZDROJ","152",100,1
"LADICE","130",100,1
"LADISLAV","130",100,1
"LADYZJYN","166",100,1
"LADYZYN","166",100,1
"LAGADI","134",100,1
"LAGHMON","423",100,1
"LAGMAN","423",100,1
"LAGNY SUR MARNE","154",100,1
"LAGO AGRIO","161",100,1
"LAGO STATE","232",100,1
"LAGOA DA PRATA","327",100,1
"LAGODEKHI","430",100,1
"LAGOS EVROS","134",100,1
"LAGOS IKOYI","232",100,1
"LAGOS ISLAND","232",100,1
"LAGOSANTO","154",100,1
"LAHIJAN","439",100,1
"LAHOLM","157",100,1
"LAHOR","461",100,1
"LAHOREOHNE ANGABEN","461",100,1
"LAIKIPIA","243",100,1
"LAJILAT","252",100,1
"LAKHNAFIF","252",100,1
"LAKI KOZIELSKIE","152",100,1
"LAKINSK","160",100,1
"LAKONIA","134",100,1
"LAKONIEN","475",100,1
"LAKSHMIPUR","460",100,1
"LAKSIMPUR","460",100,1
"LALLIO","137",100,1
"LALOSU","154",100,1
"LAM DONG","432",100,1
"LAMATI","423",100,1
"LAMHARA","252",100,1
"LAMKOWO","152",100,1
"LAMME","436",100,1
"LAMME KAPURTHALA","436",100,1
"LAMPANG","476",100,1
"LAMPHUN","476",100,1
"LANA","137",100,1
"LANCASHIRE","154",100,1
"LANDAU","153",100,1
"LANDESHUT","152",100,1
"LANDHUT","152",100,1
